Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-08,68.9125988247604,70.15948251372289,68.05842945353554,69.77658081054688,722200,0.0,0
2017-02-09,70.09075595336093,70.89583228034138,69.25622680194327,70.59147644042969,819500,0.0,0
2017-02-10,71.26891670130439,72.44708215934746,71.15110539888207,72.11326599121094,989800,0.0,0
2017-02-13,71.87763243424368,72.65325593020181,71.1314617624727,71.26891326904297,799400,0.0,0
2017-02-14,71.63218615716463,71.7009119142029,70.43438797117241,71.50455474853516,573700,0.0,0
2017-02-15,71.36710321855553,71.73036472401449,70.75838402024796,71.03328704833984,607600,0.0,0
2017-02-16,71.28855381429905,71.71072844090715,70.43438445612583,71.13146209716797,865600,0.0,0
2017-02-17,71.13146511867353,71.38673542458217,70.30675604033961,71.23946380615234,520300,0.0,0
2017-02-21,71.92672073903077,72.36852805387966,71.57327189093373,71.91690063476562,701000,0.0,0
2017-02-22,71.29837831393796,71.67145992930222,69.78640415081047,70.21839141845703,591300,0.0,0
2017-02-23,70.76820870206213,71.14129033709209,69.57041043887878,70.52275848388672,954900,0.0,0
2017-02-24,69.99258406147572,70.92529188030119,69.28568624527087,69.59004211425781,837600,0.0,0
2017-02-27,69.78640061295589,70.50311098120929,68.77514701713137,70.38529968261719,1285600,0.0,0
2017-02-28,69.76675885658058,69.89439774795373,66.06537332711932,66.35990905761719,1732500,0.0,0
2017-03-01,67.26317066044696,68.93222891889623,65.8788280243494,68.5886001586914,1517400,0.0,0
2017-03-02,67.85225270133584,68.49042470829113,65.4173834640519,65.86901092529297,1387700,0.0,0
2017-03-03,65.87882635897343,66.35009399715896,64.08212925604947,64.63194274902344,974700,0.0,0
2017-03-06,64.43558874362495,65.43702983104798,64.1999586309268,65.14248657226562,1270700,0.0,0
2017-03-07,65.24065576341552,65.28974879632254,63.48323904163032,64.0134048461914,808700,0.0,0
2017-03-08,63.55196963267248,63.7090538669552,61.0876475058828,61.54909133911133,1341500,0.0,0
2017-03-09,61.392001715105984,63.22797187449494,60.72437688355959,62.9432487487793,1546300,0.0,0
2017-03-10,63.306514370476506,63.5028715202716,61.91235538624147,62.501434326171875,1091000,0.0,0
2017-03-13,62.265804091981124,63.591233655857366,61.77490369865321,63.04142761230469,946500,0.0,0
2017-03-14,61.88290307411553,63.61087457524082,60.84219662563624,63.23779296875,1176000,0.0,0
2017-03-15,63.70905712218821,64.61231211446666,62.97270647815872,64.27850341796875,1918900,0.0,0
2017-03-16,64.67122169655856,64.80867320996094,63.03160866003749,63.26724624633789,1003600,0.0,0
2017-03-17,63.33597149185737,63.983956122589376,62.98252260580514,63.47342300415039,1090800,0.0,0
2017-03-20,63.061066477996164,63.699230983277445,62.22653357997106,63.59123229980469,863700,0.0,0
2017-03-21,63.875953458797554,63.875953458797554,61.706174732067275,61.89271926879883,924700,0.0,0
2017-03-22,61.44109634352896,62.354167649037926,60.42983896481354,62.020355224609375,1073100,0.0,0
2017-03-23,61.7847238050325,62.36398641898122,60.96982735436194,61.22509765625,783800,0.0,0
2017-03-24,61.35273077962011,61.657086616456255,60.50838153174051,60.704742431640625,738900,0.0,0
2017-03-27,59.516763506767916,60.891286126249895,59.17313472453384,60.1745719909668,740000,0.0,0
2017-03-28,60.24329592670922,61.49999971549633,59.81130119035912,61.40182113647461,1131000,0.0,0
2017-03-29,61.41164045273339,62.314899153363136,61.2545524715725,61.745452880859375,1231800,0.0,0
2017-03-30,62.255986089513016,62.59961485766736,60.69492273010543,60.969825744628906,996500,0.0,0
2017-03-31,60.96982842451155,62.51125538702361,60.96982842451155,61.21527862548828,1098700,0.0,0
2017-04-03,61.1367367938114,61.28400466792048,59.300770330620324,60.439659118652344,1443700,0.0,0
2017-04-04,60.400385080505615,62.31489737101973,60.19420781336775,61.79454040527344,1448600,0.0,0
2017-04-05,62.22653432233622,62.913795615593386,59.840758133553884,59.8505744934082,1475300,0.0,0
2017-04-06,60.528020443684966,61.35273326039424,59.96839429076862,61.25455093383789,859000,0.0,0
2017-04-07,61.25454933711386,62.0399892027265,60.84219481214448,61.23491287231445,702300,0.0,0
2017-04-10,61.666908466719306,63.08070024452407,61.362548875996175,62.70761489868164,609000,0.0,0
2017-04-11,62.65852351026093,63.62069154025448,62.089081023303606,63.601051330566406,796600,0.0,0
2017-04-12,63.601048956458584,64.78902691970316,62.84506570368294,63.21814727783203,804600,0.0,0
2017-04-13,63.18869833990605,63.85632316506625,62.10871524260679,62.2756233215332,1331800,0.0,0
2017-04-17,62.13817181257776,62.93342804161218,61.47054698741756,62.2756233215332,813300,0.0,0
2017-04-18,61.59818091939452,62.63888732107739,60.920736002539286,60.940372467041016,809500,0.0,0
2017-04-19,60.96001422899599,61.2152807991559,57.93606584785556,58.10297393798828,1423900,0.0,0
2017-04-20,58.21096713350372,58.71168386608074,54.86302673920741,56.26700210571289,2324100,0.0,0
2017-04-21,56.23754809320722,56.59099697710537,55.137932256291805,56.10991668701172,1917900,0.0,0
2017-04-24,56.5026331169547,57.30770944235682,56.17864081296247,56.56154251098633,1022800,0.0,0
2017-04-25,56.72844931640249,57.670980935642916,56.217912448351846,57.582618713378906,727800,0.0,0
2017-04-26,57.14080474416873,58.51532355530685,57.03280606177283,57.170257568359375,899500,0.0,0
2017-04-27,56.38481928209599,56.38481928209599,53.537595512540335,55.373565673828125,2457100,0.0,0
2017-04-28,55.80555720578184,55.83501003107496,54.11685864388374,54.224857330322266,1517700,0.0,0
2017-05-01,54.05795049655201,54.34266986687191,53.27250690246607,54.14631271362305,1090000,0.0,0
2017-05-02,54.20522252001841,54.774668794890374,53.05651735524091,53.773231506347656,773900,0.0,0
2017-05-03,52.93869491935375,52.93869491935375,50.533286065481796,51.1812744140625,3098900,0.0,0
2017-05-04,50.72964478904829,51.27945457722642,49.9245684445602,50.96527862548828,2086300,0.0,0
2017-05-05,50.454740459448864,52.526340662386616,50.366378241233946,51.75071716308594,1878500,0.0,0
2017-05-08,51.68199580588898,53.64559749301408,51.39727266239032,53.29214859008789,1469300,0.0,0
2017-05-09,53.184144663558335,54.17576551531201,52.68342793054314,53.20378112792969,1329500,0.0,0
2017-05-10,54.03831811317805,54.391767008154865,53.282331031204954,54.00886154174805,1147400,0.0,0
2017-05-11,54.28376517316853,54.65684676711724,52.87978978017986,53.02705764770508,1071100,0.0,0
2017-05-12,53.06633192309325,53.44923363175224,51.956895982288714,52.24161911010742,846900,0.0,0
2017-05-15,53.30196627130423,53.60632212198952,51.7409028512377,51.799808502197266,966900,0.0,0
2017-05-16,52.015803986457314,52.320163571356574,51.33836280812724,51.68199157714844,1301900,0.0,0
2017-05-17,51.39726879172071,52.28089098249163,50.906368406908584,51.54454040527344,1822400,0.0,0
2017-05-18,51.181275169188815,51.8979892815818,50.955461441607966,51.54454040527344,888800,0.0,0
2017-05-19,51.947079313668205,53.027058677585686,51.54454114217829,52.850337982177734,803300,0.0,0
2017-05-22,53.00742801091854,53.4885083161934,52.45761820247436,52.89942932128906,1082400,0.0,0
2017-05-23,53.508141992269834,53.63577714111124,52.545977686612204,53.59650421142578,1421000,0.0,0
2017-05-24,53.586689074815375,54.00885997011615,52.13362060546698,52.40852737426758,700300,0.0,0
2017-05-25,52.05507483308918,53.409960880812,50.66091585754308,50.926002502441406,867800,0.0,0
2017-05-26,50.798371938322525,51.554355212324346,50.14056349494448,51.28927230834961,734200,0.0,0
2017-05-30,50.258379151834525,50.56273873328448,49.53184869263127,49.836204528808594,804900,0.0,0
2017-05-31,49.06058516979913,49.72820998614082,47.82351411499491,48.7562255859375,914600,0.0,0
2017-06-01,48.80531423024816,50.022748804341944,48.57950050789057,49.266761779785156,903400,0.0,0
2017-06-02,47.5878823066918,48.01987327709825,46.007182541279235,47.62715148925781,1336600,0.0,0
2017-06-05,47.489703606934434,47.73515380672568,46.517722913113865,46.586448669433594,958400,0.0,0
2017-06-06,46.27227081422926,47.16570935499024,45.349375703916756,46.93989562988281,1169700,0.0,0
2017-06-07,46.65517212063314,47.13625239110218,43.73922269269587,43.84722137451172,1326900,0.0,0
2017-06-08,43.68031850733933,44.33812323457606,43.20905083540307,43.46432113647461,2196100,0.0,0
2017-06-09,43.641043410329964,46.29190614330897,43.62140694620152,46.24281311035156,1848700,0.0,0
2017-06-12,46.56681249391323,47.911878548466426,45.70282673659302,46.92026138305664,1354900,0.0,0
2017-06-13,46.97916843276626,48.1475138227972,46.70426539759331,48.11805725097656,953100,0.0,0
2017-06-14,47.77442713345406,47.872605716075014,45.60464824818441,45.74209976196289,1364400,0.0,0
2017-06-15,45.47701241921641,46.12500079260138,43.42504861261854,43.96503829956055,1066900,0.0,0
2017-06-16,43.96503608406057,44.740659570090195,43.690133074438975,44.69157028198242,2065800,0.0,0
2017-06-19,44.789751036651374,45.42792304890918,44.465758723163894,45.1431999206543,764500,0.0,0
2017-06-20,44.17121967723625,45.4868329001586,43.53304765858799,45.17265319824219,851200,0.0,0
2017-06-21,44.7112076213184,45.74209767284743,42.09961774298427,42.22724914550781,1485000,0.0,0
2017-06-22,42.835970622987226,43.05196425558164,41.66762525572998,41.736351013183594,1129200,0.0,0
2017-06-23,42.08979806810865,43.93558456907229,41.63817061162721,43.906131744384766,2870200,0.0,0
2017-06-26,44.092675314026636,44.70139078255304,42.030895060319764,42.0996208190918,1420600,0.0,0
2017-06-27,42.256706319530004,42.34506853922613,40.3618305212585,40.371646881103516,1694400,0.0,0
2017-06-28,40.253829147649846,40.76436596676006,39.38984347336546,39.654930114746094,2414700,0.0,0
2017-06-29,40.028016351237696,42.14870578562838,39.65493102385924,41.59889602661133,1990300,0.0,0
2017-06-30,41.99161941188464,43.24832319988179,41.72653275436536,42.32543182373047,1988200,0.0,0
2017-07-03,42.6396079973906,43.72940745789427,42.62978789227876,43.60177230834961,438000,0.0,0
2017-07-05,43.169782582566896,43.169782582566896,41.2650866244116,41.7068977355957,1233900,0.0,0
2017-07-06,42.040712269215476,42.79669937623826,40.49928522803688,40.64655685424805,1112600,0.0,0
2017-07-07,40.40110095540874,41.59889528196257,39.62547749102045,41.47126388549805,1311800,0.0,0
2017-07-10,41.166904268700726,42.7476040186769,40.90181762628803,42.178157806396484,1177200,0.0,0
2017-07-11,42.21743563455991,43.434870310081266,41.71671885983755,42.639610290527344,1193000,0.0,0
2017-07-12,43.42504694500196,44.80938585976607,42.98323585618944,43.30723190307617,1546400,0.0,0
2017-07-13,43.24832417030693,44.42648587062673,43.14032548386397,43.96503829956055,1021800,0.0,0
2017-07-14,43.994493350860004,44.397031512163814,42.973419662825535,43.23850631713867,786500,0.0,0
2017-07-17,43.22868526032129,43.631223412761386,42.89487285986321,43.41522979736328,1162200,0.0,0
2017-07-18,43.86685592177351,44.239941239393794,42.62978493265926,43.02250671386719,972300,0.0,0
2017-07-19,42.88505858142668,45.45737558903072,42.74760707079274,45.045021057128906,1447900,0.0,0
2017-07-20,45.535922415563185,45.88937130484736,44.39703363079909,44.63266372680664,888300,0.0,0
2017-07-21,45.15301919483384,45.17265191445239,42.69851726251628,43.19923400878906,959600,0.0,0
2017-07-24,43.513409604304954,44.112308670186565,42.85560488949905,44.043582916259766,967000,0.0,0
2017-07-25,44.76029824565254,47.15589082922215,44.76029824565254,46.48826599121094,1414200,0.0,0
2017-07-26,46.32135996552516,48.32423440653648,46.32135996552516,46.537357330322266,1041400,0.0,0
2017-07-27,46.60608237225498,48.01987409095127,46.282086330004574,47.047889709472656,1041300,0.0,0
2017-07-28,46.910438058578976,47.843149508642554,46.44899425854933,46.64535140991211,745200,0.0,0
2017-07-31,46.71408559375279,47.43079975489372,45.93846203412946,46.301727294921875,883700,0.0,0
2017-08-01,46.15445174998152,46.81226020202434,45.761733695950454,46.13481903076172,579500,0.0,0
2017-08-02,45.9679107940148,45.9679107940148,44.04358222377456,44.78974914550781,953200,0.0,0
2017-08-03,45.054832020911036,45.12355776799683,42.41378957430352,42.6003303527832,1101000,0.0,0
2017-08-04,42.649424374818274,45.467195299438224,42.649424374818274,45.4181022644043,1110400,0.0,0
2017-08-07,45.15301831510858,45.261013251997376,43.63122415050293,44.249759674072266,2092600,0.0,0
2017-08-08,38.2116823603314,40.92145445450447,37.83860078200308,38.97748947143555,4253600,0.0,0
2017-08-09,39.74329712257547,40.77418724433631,39.24258034752807,39.47821044921875,2834500,0.0,0
2017-08-10,39.89057000365443,40.62692064889769,39.42912240081461,39.63529968261719,1754600,0.0,0
2017-08-11,39.92983457874153,40.803640389512616,39.66475167291811,39.97892761230469,1356500,0.0,0
2017-08-14,39.90038371130273,40.27346906209545,38.751678578833406,38.918582916259766,956000,0.0,0
2017-08-15,38.673131483204536,39.105126216210465,38.27059331989526,38.997127532958984,749700,0.0,0
2017-08-16,39.22294161751758,39.370209486255554,37.89750832723942,38.15277862548828,903900,0.0,0
2017-08-17,37.84841683354113,38.53567808344691,36.47389807900206,36.522987365722656,1228800,0.0,0
2017-08-18,36.34626479591313,37.49496989405965,36.07136178000238,37.34770202636719,1003700,0.0,0
2017-08-21,37.05316536683417,37.50479285457969,36.719352931267274,37.288795471191406,786200,0.0,0
2017-08-22,37.76987617499257,38.28041301610147,36.81752824587859,37.08261489868164,1052300,0.0,0
2017-08-23,36.954984088889184,38.27059740241153,36.75862316614629,37.750244140625,692500,0.0,0
2017-08-24,37.50479075150863,37.81896670321627,37.1807946945942,37.710968017578125,556300,0.0,0
2017-08-25,37.897508142407204,38.280413587912996,37.55387937175512,37.985870361328125,503900,0.0,0
