Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,moving_average,std_deviation,upper_band,lower_band,tenkan-sen,kijun-sen,senkou_span_a,senkou_span_b,Chikou_span
2017-02-09,,,,,,0.1425,0.0,,,,,,,,,,,33.390228271484375
2017-02-10,31.26585660937777,31.37915478867478,31.16907935542125,31.18560028076172,80262000.0,0.0,0.0,,,,,,,,,,,33.007835388183594
2017-02-13,31.412187487633265,31.58685829446612,31.33429389546521,31.461753845214844,92141600.0,0.0,0.0,0.008855162702238671,1.0088551627022386,,,,,,,,,33.38077163696289
2017-02-14,31.504256405663572,31.88664002056596,31.45232732195038,31.870119094848636,132904800.0,0.0,0.0,0.012979735702048368,1.0219498360757608,,,,,,,,,33.26274871826172
2017-02-15,31.988137698671053,32.16516767592643,31.775699564954127,31.985774993896484,142492400.0,0.0,0.0,0.0036289760544554158,1.0256584675597344,,,,,,,,,33.19666290283203
2017-02-16,32.023551875172345,32.077840076037084,31.827638209277183,31.948020935058597,90338400.0,0.0,0.0,-0.0011803390364964203,1.0244478428323607,,,,,,,,,33.2533073425293
2017-02-17,31.88900334701049,32.06131152722597,31.88900334701049,32.03534698486328,88792800.0,0.0,0.0,0.002733379009053281,1.0272480470618286,,,,,,,,,33.94254684448242
2017-02-21,32.15572732720073,32.278469132373175,32.09671732878688,32.26666641235352,98028800.0,0.0,0.0,0.007220756110415787,1.0346655546745631,,,,,,,,,34.01808166503906
2017-02-22,32.202924818112784,32.365792940503766,32.127393915975205,32.363433837890625,83347600.0,0.0,0.0,0.002998990484497468,1.0377685068276694,,,,,,,,,33.973228454589844
2017-02-23,32.427175044396414,32.45077688243355,32.172251422478126,32.226539611816406,83152800.0,0.0,0.0,-0.004229904241927043,1.0333788454185007,,,,,48.035316560144175,,,,33.909507751464844
2017-02-24,32.0801912550854,32.25722122192383,31.931484930402267,32.25722122192383,87106400.0,0.0,0.0,0.0009520603352701245,1.034362684428531,,,,,48.117923830166156,,,,33.918941497802734
2017-02-27,32.37052335065796,32.44133606638945,32.16752881979269,32.320953369140625,81029600.0,0.0,0.0,0.0019757482139683164,1.0364063246548862,,,,,48.17694054340874,,,,34.17150115966797
2017-02-28,32.35636389055048,32.44133843529633,32.266667537295234,32.33512115478516,93931600.0,0.0,0.0,0.00043834677407954996,1.0368606300239345,,,,,48.33862666491061,,,,33.99448013305664
2017-03-01,32.5475505931279,33.08099961682088,32.47910058809597,32.99602508544922,145658400.0,0.0,0.0,0.020439197598808145,1.0580532293234184,,,,,48.994818721459474,,,,33.909507751464844
2017-03-02,33.04560517577748,33.111696097994226,32.752914233328234,32.80012512207031,104844000.0,0.0,0.0,-0.005937077659251003,1.051771485133304,,,,,49.05619777149947,,,,33.833961486816406
2017-03-03,32.75763141362085,33.00547413775402,32.71278323666437,32.99367141723633,84432400.0,0.0,0.0,0.005900779172204547,1.0579777564066972,,,,,49.07743856319536,,,,33.79383850097656
2017-03-06,32.89688956577182,32.99130771506761,32.71514138153516,32.88980865478516,87000000.0,0.0,0.0,-0.003147960138710283,1.0546472846018868,,,,,49.07743856319536,,,,33.43034362792969
2017-03-07,32.82372058697689,33.04087694659258,32.75998878090654,32.93230056762695,69785200.0,0.0,0.0,0.0012919477059836159,1.0560098337418502,,,,,49.07743856319536,,,,33.4704704284668
2017-03-08,32.79775614847836,32.99839158223234,32.76707339868211,32.8095588684082,74828800.0,0.0,0.0,-0.0037270915515512848,1.052073988412156,,,,,49.07743856319536,,,,33.2934455871582
2017-03-09,32.74818565630261,32.75998477306688,32.34927754386562,32.7340202331543,88623600.0,0.0,0.0,-0.002302336205033259,1.049651760378261,,,,,49.19546050789057,,,,33.4775505065918
2017-03-10,32.868566317281264,32.89453085843948,32.72458178934646,32.84260177612305,78451200.0,0.0,0.0,0.003317085472403245,1.053133544983694,32.36273317337036,0.516221523679906,33.374527359782974,31.350938986957743,49.24502986664184,,,,33.3288459777832
2017-03-13,32.77414630172253,32.91104629406604,32.76706539183178,32.85675811767578,69686800.0,0.0,0.0,0.0004310359346446846,1.0535874833855619,32.446291065216066,0.4461524958575466,33.32074995709686,31.571832173335274,49.28633486992703,,,,33.20610427856445
2017-03-14,32.88036938711351,32.96298121772806,32.77178941337952,32.80719757080078,61236400.0,0.0,0.0,-0.0015083821324520196,1.0519982708506481,32.51356325149536,0.3874625937061278,33.27298993515937,31.754136567831353,49.28633486992703,,,,33.62153625488281
2017-03-15,32.90633212307387,33.22262480925156,32.81663578454908,33.1541748046875,102767200.0,0.0,0.0,0.01057625337055723,1.0631244711085526,32.577766036987306,0.38157159740445856,33.32564636790004,31.829885706074567,49.397263581184376,,,,33.58140563964844
2017-03-16,33.21554267197204,33.28635537863024,33.10696270820495,33.20846176147461,76928000.0,0.0,0.0,0.0016374093792687013,1.0648652410888757,32.63890037536621,0.37967550897383345,33.38306437295493,31.894736377777498,49.46099415056305,,,,33.90479278564453
2017-03-17,33.28163484527846,33.28163484527846,33.01963034179082,33.043235778808594,175540000.0,0.0,0.0,-0.0049754181284510915,1.0595670912640047,32.69366111755371,0.35281680723741454,33.385182059739044,32.002140175368375,49.46099415056305,,,,34.114864349365234
2017-03-20,33.14002278397367,33.39966828908598,33.099896406217304,33.390228271484375,86168000.0,0.0,0.0,0.010501165654554804,1.070693780811483,32.76140518188477,0.3498238223891486,33.4470598737675,32.07575049000204,49.574307061018786,48.9842079667966,,,33.91421890258789
2017-03-21,33.54364723971438,33.70651542907239,32.98187084202964,33.007835388183594,158119600.0,0.0,0.0,-0.01145223926568208,1.0584319394533521,32.79846363067627,0.33353388934343936,33.45219005378941,32.144737207563125,49.8811542010052,49.373662376804994,,,33.940185546875
2017-03-22,33.01019076235883,33.42326070381718,32.98894442808966,33.38077163696289,103440800.0,0.0,0.0,0.011298415797141413,1.0703905435982708,32.849330520629884,0.34118486539935816,33.51805285681262,32.180608184447145,50.06880632374562,49.43267909004758,,,33.90714645385742
2017-03-23,33.343001435401455,33.41853594683915,33.18957691135879,33.26274871826172,81385200.0,0.0,0.0,-0.0035356557956402607,1.066606011069199,32.901140975952146,0.31962928852627237,33.52761438146364,32.27466757044065,50.09004812498828,49.59436521154945,,,34.598731994628906
2017-03-24,33.399657431287444,33.45630832353696,33.128212892837624,33.19666290283203,89582400.0,0.0,0.0,-0.0019867815492171114,1.0644868979261226,32.94811305999756,0.287426675834114,33.511469344632424,32.384756775362696,50.09241013576215,49.62033453371098,,,34.81825637817383
2017-03-27,32.90160654121646,33.33356005638046,32.71985478199056,33.2533073425293,94300400.0,0.0,0.0,0.001706329333857026,1.0663032631455605,32.99473075866699,0.2540221562352324,33.49261418488805,32.49684733244593,50.06644282006767,49.65101710257763,,,34.712039947509766
2017-03-28,33.260391506638925,33.99919412959798,33.19193790154569,33.94254684448242,133499200.0,0.0,0.0,0.020726945890029488,1.0884044731831404,33.07510204315186,0.2865491137210377,33.63673830604509,32.51346578025863,50.35912152059326,49.96493659479911,,,34.586936950683594
2017-03-29,33.91422349482192,34.105418909094944,33.79856620664003,34.01808166503906,116760000.0,0.0,0.0,0.00222537280136123,1.090826578894642,33.126204872131346,0.3547293198135887,33.82147433896598,32.430935405296715,50.465346300090225,50.071161374296075,,,35.16051483154297
2017-03-30,34.034601146992465,34.10777295561052,33.87173300436062,33.973228454589844,84829200.0,0.0,0.0,-0.0013185108699211316,1.0893883121931704,33.18486003875732,0.3929066643401612,33.954957100864036,32.41476297665061,50.4677003466058,50.07351542081165,,,36.116477966308594
2017-03-31,33.923669575398726,34.05349229760036,33.75607958825033,33.909507751464844,78646800.0,0.0,0.0,-0.0018756151835899841,1.0873450389339954,33.23065185546875,0.42176076405031404,34.057302953007365,32.404000757930135,50.4677003466058,50.07351542081165,,,36.3477897644043
2017-04-03,33.92130420247811,34.018077848701694,33.765516964629484,33.918941497802734,79942800.0,0.0,0.0,0.0002782035766202799,1.087647542212847,33.28210849761963,0.44035712323049414,34.1452084591514,32.419008536087865,50.4677003466058,50.19153736550687,,,36.17549133300781
2017-04-04,33.812719463002786,34.19982479830246,33.79383583668531,34.17150115966797,79565600.0,0.0,0.0,0.007445977106378604,1.0957461409119729,33.34406852722168,0.4744107889999079,34.2739136736615,32.41422338078186,50.55975218929774,50.333158566950075,,,36.48834228515625
2017-04-05,34.04168741039312,34.33437829257432,33.94491015075848,33.99448013305664,110871600.0,0.0,0.0,-0.005180370209204124,1.0900697702467421,33.4033145904541,0.4781201731309085,34.34043012979068,32.46619905111752,50.6943056835696,50.509017064507134,,,36.9979248046875
2017-04-06,34.05821050445523,34.11250229844795,33.85993776601163,33.909507751464844,84596000.0,0.0,0.0,-0.002499593500450937,1.0873450389339954,33.46208896636963,0.46354282907755984,34.370632911361646,32.55354502137761,50.6943056835696,50.509017064507134,,,36.90311813354492
2017-04-07,33.92601691214335,34.032234156492386,33.817440565185095,33.833961486816406,66688800.0,0.0,0.0,-0.002227878540795804,1.0849225662553137,33.5116569519043,0.44650409452827844,34.38680497717973,32.63650892662887,50.93034724334717,50.509017064507134,,,36.84860229492188
2017-04-10,33.89533755022471,33.96142844670474,33.73010670734092,33.79383850097656,75733600.0,0.0,0.0,-0.001185879042141663,1.083635979321645,33.55851097106934,0.4226968668408538,34.386996830077415,32.73002511206126,51.19943164624478,50.509017064507134,,,35.61138916015625
2017-04-11,33.739555426459056,33.8363326829759,33.059759129324135,33.43034362792969,121517600.0,0.0,0.0,-0.010756246971955282,1.0719801231003647,33.58966827392578,0.3857541946767203,34.34574649549215,32.83359005235941,50.86425785723639,50.509017064507134,,,36.15415191650391
2017-04-12,33.4232631520362,33.55308226179926,33.2839968242921,33.4704704284668,81400000.0,0.0,0.0,0.0012003107411550826,1.073266832356427,33.605483055114746,0.37324121550171674,34.337035837498114,32.87393027273138,50.86425785723639,50.509017064507134,,,36.27739715576172
2017-04-13,33.49644014870498,33.60737924639245,33.2934455871582,33.2934455871582,71291600.0,0.0,0.0,-0.005288985754978611,1.0675903393688029,33.60973224639893,0.36894240424192515,34.3328593587131,32.88660513408475,50.86425785723639,50.509017064507134,,,36.49782180786133
2017-04-17,33.39493507363131,33.48935322582676,33.25095054300695,33.4775505065918,66328400.0,0.0,0.0,0.0055297646785049445,1.0734938627185575,33.63144798278809,0.34590641841522013,34.30942456288192,32.953471402694255,50.86425785723639,50.6943056835696,,,36.45278930664063
2017-04-18,33.37841596058813,33.527118705634045,33.30760324301728,33.3288459777832,58790000.0,0.0,0.0,-0.004441917839219256,1.0687254911794557,33.62837886810303,0.34842248935879355,34.31128694724626,32.945470788959796,50.86425785723639,50.6943056835696,,,36.34376525878906
2017-04-19,33.489355149738905,33.51767879618257,33.151816088985946,33.20610427856445,69313600.0,0.0,0.0,-0.003682746750384602,1.0647896458497614,33.63829231262207,0.33228415879876017,34.28956926386764,32.9870153613765,50.64238186311002,50.6943056835696,,,36.46938705444336
2017-04-20,33.33356718320476,33.73483443993643,33.319405360283604,33.62153625488281,93278400.0,0.0,0.0,0.012510711067860295,1.0781109214570372,33.650330543518066,0.32677917609041496,34.29081772865528,33.009843358380856,50.562113721154454,50.6943056835696,,,36.40776062011719
