Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-08,15.78857823166108,15.805638133777022,15.703280348003188,15.7544584274292,11900,0.0,0
2017-02-09,15.771519893473789,16.12123978692029,15.771519893473789,15.993293762207031,11300,0.0,0
2017-02-10,16.05300478625715,16.078594646731155,15.84829078323195,15.942118644714355,11000,0.0,0
2017-02-13,16.070956472579386,16.182620909206893,15.942114278123904,16.165441513061523,13400,0.13,0
2017-02-14,16.12249495624871,16.320053100585938,16.12249495624871,16.320053100585938,7900,0.0,0
2017-02-15,16.31146179304778,16.440303977150883,16.234156154922466,16.423126220703125,42800,0.0,0
2017-02-16,16.440306519832493,16.440306519832493,16.277107159275968,16.363000869750977,5200,0.0,0
2017-02-17,16.371585510822154,16.397354598994372,16.07954239813836,16.21697425842285,16400,0.0,0
2017-02-21,16.225565957789282,16.277104140496945,16.002238747674372,16.234155654907227,7000,0.0,0
2017-02-22,16.268514236381055,16.268514236381055,16.036597332099074,16.14826011657715,8000,0.0,0
2017-02-23,16.165443877600893,16.431718003532787,16.070958823298312,16.354413986206055,11200,0.0,0
2017-02-24,16.25992524706999,16.431714279768375,15.993651181481276,16.423126220703125,23200,0.0,0
2017-02-27,16.397354934646973,16.44030177749612,16.371585845947266,16.371585845947266,4100,0.0,0
2017-02-28,16.354413330163833,16.354413330163833,15.976474766431794,16.028011322021484,18900,0.0,0
2017-03-01,16.191212605097625,16.191212605097625,16.010832199949075,16.131086349487305,15100,0.0,0
2017-03-02,16.122496650354748,16.28569601892059,16.062370394744427,16.131086349487305,6800,0.0,0
2017-03-03,16.165438927747275,16.320050191694065,16.079543599074935,16.311460494995117,20700,0.0,0
2017-03-06,16.18262200178683,16.311464204941174,16.122495749535968,16.191211700439453,9800,0.0,0
2017-03-07,16.311465116318267,16.311465116318267,16.062370394744427,16.131086349487305,11100,0.0,0
2017-03-08,16.182621710748485,16.311463911585655,16.028010414416897,16.03660011291504,18200,0.0,0
