Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-08,19.10914294272429,19.10914294272429,18.515691289166234,18.531517028808594,30000,0.0,0
2017-02-09,18.67394304444376,18.887585971933348,18.23083296127029,18.792633056640625,67600,0.0,0
2017-02-10,19.037922971648435,19.42564442242726,18.808455851860014,18.982534408569336,77900,0.0,0
2017-02-13,19.164529435924077,19.473125288452767,18.80845938808773,19.09331512451172,23300,0.0,0
2017-02-14,19.251572828581924,19.536430123701116,18.800549784127004,19.378175735473633,25900,0.0,0
2017-02-15,19.378176353838324,19.457303550477043,18.832200357179477,19.338613510131836,62900,0.0,0
2017-02-16,19.425650369956905,19.425650369956905,19.18827031001806,19.299047470092773,48500,0.0,0
2017-02-17,19.30695580198763,19.449384408164075,19.022100098859998,19.29113006591797,30300,0.0,0
2017-02-21,19.39400141737519,19.39400141737519,18.81637546777884,18.927152633666992,27100,0.0,0
2017-02-22,18.84011256948305,18.990454086921034,18.76889824591904,18.927152633666992,13800,0.0,0
2017-02-23,18.84802364667406,19.030015118812344,18.760983590770728,18.974626541137695,21300,0.0,0
2017-02-24,18.832194817071635,18.990449163793365,18.832194817071635,18.848020553588867,12700,0.0,0
2017-02-27,18.658119810613734,18.990452794893393,18.658119810613734,18.75307273864746,17100,0.0,0
2017-02-28,18.713507887767292,18.82428655237241,18.373262042843706,18.57107925415039,52100,0.0,0
2017-03-01,18.94297657213456,19.0695794665982,18.515690671400627,18.974626541137695,90700,0.0,0
2017-03-02,18.72933756553945,18.990456279006757,18.72933756553945,18.816377639770508,32000,0.0,0
2017-03-03,18.753072588225862,19.26739704545029,18.594818212514234,18.911325454711914,34900,0.0,0
2017-03-06,18.81637392424412,19.299046899752188,18.658119549478005,19.13288116455078,24200,0.0,0
2017-03-07,19.35443485684604,19.35443485684604,18.808460450803246,18.903411865234375,22000,0.0,0
2017-03-08,18.990450492953876,19.12496624431465,18.642291811333276,18.681856155395508,26300,0.0,0
2017-03-09,18.753069610777686,18.98253675897863,18.46029951496232,18.49195098876953,29000,0.0,0
2017-03-10,18.594812011684933,18.66602630608471,18.262479140894328,18.523597717285156,22800,0.0,0
